Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
Data Privacy Specialist Junior,Shield Analytics,"Valencia, España",40.000€ - 74.000€ brutos anuales,3-5 años,"Temporal, media jornada","Grado en Informática, Derecho, Ciberseguridad o similar",,"En Shield Analytics, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Gestión de riesgos, Sistemas de seguridad, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00408,Data Security & Privacy,
Security Risk Management Expert,CyberSecure Tech,"Madrid, España",60.000€ - 81.000€ brutos anuales,1-2 años,"Indefinido, jornada completa",Máster en Protección de Datos o Seguridad de la Información,,"En CyberSecure Tech, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Trabajo en equipo, Auditoría de datos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00409,Data Security & Privacy,
IT Security Analyst,DataDefense Inc,"Barcelona, España",57.000€ - 95.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada","Grado en Informática, Derecho, Ciberseguridad o similar",,"En DataDefense Inc, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Trabajo en equipo, Auditoría de datos, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00410,Data Security & Privacy,
Privacy Compliance Manager,SecureFlow Corp,"Valencia, España",36.000€ - 73.000€ brutos anuales,Sin experiencia,"Temporal, media jornada","Grado en Informática, Derecho, Ciberseguridad o similar",,"En SecureFlow Corp, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Gestión de riesgos, ISO 27001, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00411,Data Security & Privacy,
Security Auditor,SecureFlow Corp,"Barcelona, España",40.000€ - 82.000€ brutos anuales,1-2 años,"Indefinido, jornada completa",Máster en Protección de Datos o Seguridad de la Información,,"En SecureFlow Corp, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, Gestión de riesgos, Trabajo en equipo, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00412,Data Security & Privacy,
Data Protection Officer,CyberSecure Tech,"Madrid, España",60.000€ - 91.000€ brutos anuales,1-2 años,"Proyecto, freelance","Grado en Informática, Derecho, Ciberseguridad o similar",,"En CyberSecure Tech, buscamos un/a Data Protection Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Gestión de riesgos, Conocimiento de GDPR, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00413,Data Security & Privacy,
IT Security Analyst,PrivacyGuard Labs,"Madrid, España",49.000€ - 73.000€ brutos anuales,1-2 años,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En PrivacyGuard Labs, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Análisis crítico, Comunicación efectiva, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00414,Data Security & Privacy,
GDPR Specialist,DataDefense Inc,"Barcelona, España",50.000€ - 74.000€ brutos anuales,1-2 años,"Indefinido, jornada completa","Grado en Informática, Derecho, Ciberseguridad o similar",,"En DataDefense Inc, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Análisis crítico, Trabajo en equipo, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00415,Data Security & Privacy,
Chief Information Security Officer,Shield Analytics,"Sevilla, España",59.000€ - 84.000€ brutos anuales,Sin experiencia,"Proyecto, freelance","Grado en Informática, Derecho, Ciberseguridad o similar",,"En Shield Analytics, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Trabajo en equipo, Auditoría de datos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00416,Data Security & Privacy,
Security Auditor,PrivacyGuard Labs,"Bilbao, España",59.000€ - 90.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En PrivacyGuard Labs, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Auditoría de datos, Gestión de riesgos, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00417,Data Security & Privacy,
Security Risk Management Expert,DataDefense Inc,"Bilbao, España",58.000€ - 96.000€ brutos anuales,1-2 años,"Proyecto, freelance","Grado en Informática, Derecho, Ciberseguridad o similar",,"En DataDefense Inc, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Sistemas de seguridad, Gestión de riesgos, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00418,Data Security & Privacy,
Data Privacy Specialist Junior,CyberSecure Tech,"Bilbao, España",39.000€ - 66.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada","Grado en Informática, Derecho, Ciberseguridad o similar",,"En CyberSecure Tech, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Conocimiento de GDPR, Comunicación efectiva, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00419,Data Security & Privacy,
Security Risk Management Expert,SecureFlow Corp,"Madrid, España",56.000€ - 66.000€ brutos anuales,3-5 años,"Temporal, media jornada",Máster en Protección de Datos o Seguridad de la Información,,"En SecureFlow Corp, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Auditoría de datos, Conocimiento de GDPR, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00420,Data Security & Privacy,
